Title,Bedrooms,Bathrooms,Full_Location,lat,lon,dist_to_lekki,dist_to_ikeja,Location,Is_Island,Prop_Type,Has_Pool,Has_BQ,New_Build,Bathroom_per_Bedroom,In_Estate,Neighborhood_Tier,Island_x_Beds,Luxury_Score,Price
2 Bedroom Apartment,2,0,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,0.0,0,4,2,0,250000000.0
5 Bedroom Detached Duplex With Bq,5,5,2nd Toll Gate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,5,0,680000000.0
5 Bedroom Detached Duplex,5,5,"Lekki County, Megamound Estate Ikota Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,600000000.0
5 Bedroom Detached Duplex With Bq,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,1,0,1.0,0,4,5,0,300000000.0
Brand New 5 Bedroom Detached Duplex,5,5,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,5,1,1000000000.0
4 Bedroom Semi Detached Duplex,4,4,2nd Toll Gate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,260000000.0
Stunning 4 Bedroom Semi Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,4,0,145000000.0
4 Bedroom Semi Detached Duplex,4,4,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,250000000.0
4 Bedroom Detached Duplex,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,240000000.0
4 Bedroom Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,4,0,220000000.0
3 Bedroom Terrace Duplex,3,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Terrace,0,0,0,1.3333333333333333,0,4,3,0,85000000.0
5 Bedroom Detached Duplex,5,5,Pinnock Beach Estate Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,850000000.0
Brand New 4 Bedroom Detached Duplex,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,4,1,240000000.0
5 Bedroom Detached Duplex,5,5,2nd Toll Gate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,385000000.0
Brand New 5 Bedroom Detached Duplex,5,5,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,5,1,460000000.0
5 Bedroom Detached Duplex,5,5,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,350000000.0
5 Bedroom Detached Duplex,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,5,0,250000000.0
Brand New 5 Bedroom Detached Duplex,5,5,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,5,1,1400000000.0
5 Bedroom Detached Duplex,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,5,0,190000000.0
Contemporary 5 Bedroom Detached Duplex,5,5,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,450000000.0
Tastefully Built 5 Bedroom Detached Duplex,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,5,0,290000000.0
3 Bedroom Terrace Duplex,3,3,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,1.0,0,4,3,0,140000000.0
Contemporary 5 Bedroom Detached Duplex,5,5,Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,800000000.0
5 Bedroom Detached Duplex,5,5,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,600000000.0
Brand New 5 Bedroom Detached Duplex,5,5,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,5,1,1500000000.0
Brand New 4 Bedroom Semi Detached Duplex,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,4,1,190000000.0
4 Bedroom Semi Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,4,0,150000000.0
Brand New 5 Bedroom Detached Duplex,5,5,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,5,1,390000000.0
5 Bedroom Detached Duplex,5,5,Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,900000000.0
4 Bedroom Detached Duplex,4,4,2nd Toll Gate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,470000000.0
Brand New Smart Home With Parking For 10 Cars In Omole,5,6,Omole Phase 1 Ikeja Lagos Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Other,0,0,1,1.2,0,5,0,1,600000000.0
Newly Built 5 Bedroom Fully Detached Duplex,5,6,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.2,0,4,5,1,420000000.0
Brand New 4 Bedroom Semi Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,1,1.0,0,4,4,1,135000000.0
5 Bedroom Detached Duplex,5,5,2nd Toll Gate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,450000000.0
Newly Built 4 Bedroom Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,1,1.0,0,4,4,1,120000000.0
5 Bedroom Detached Duplex,5,5,Royal Garden Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,650000000.0
Brand New 4 Bedroom Semi Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,1,1.0,0,4,4,1,140000000.0
2 Bedroom Apartment,2,2,Victoria Island Lagos,6.4300279,3.4259904,4.5315928067815925,20.705813048742375,Victoria Island,1,Flat,0,0,0,1.0,0,5,2,0,300000000.0
Brand New 4 Bedroom Semi Detached Duplex,4,4,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,4,1,250000000.0
3 Bedroom Apartment,3,3,Oniru Victoria Island Lagos,6.4300279,3.4259904,4.5315928067815925,20.705813048742375,Victoria Island,1,Flat,0,0,0,1.0,0,5,3,0,450000000.0
4 Bedroom Semi Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,4,0,140000000.0
2 Bedroom Apartments,2,3,Durosimi Etti Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.5,0,4,2,0,250000000.0
Brand New 4 Bedroom Terrace Duplex,4,4,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,1,1.0,0,4,4,1,130000000.0
5 Bedroom Detached Duplex,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,5,0,300000000.0
3 Bedroom Apartment,3,3,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Flat,0,0,0,1.0,0,4,3,0,110000000.0
Brand New 3 Bedroom Terrace Duplex,3,3,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Terrace,0,0,1,1.0,0,4,3,1,85000000.0
Stunning 5 Bedroom Detached Duplex,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,5,0,250000000.0
5 Bedroom Detached Duplex,5,5,2nd Toll Gate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,420000000.0
2 Bedroom Apartment,2,2,Victoria Island Lagos,6.4300279,3.4259904,4.5315928067815925,20.705813048742375,Victoria Island,1,Flat,0,0,0,1.0,0,5,2,0,450000000.0
Luxury 5 Bedroom Fully Detached Duplex With 2 Bq,5,5,Banana Island Ikoyi Lagos,6.4600581,3.4593152,1.2666850782568917,19.69523211516851,Banana Island,1,Detached Duplex,0,1,0,1.0,0,5,5,0,6000000000.0
Brand New 4 Bedroom Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,1,1.0,0,4,4,1,180000000.0
6 Bedroom Detached Duplex,6,6,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,6,0,600000000.0
5 Bedroom Detached Duplex,5,5,2nd Toll Gate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,680000000.0
Brand New 5 Bedroom Detached Duplex,5,5,Sangotedo Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,1,1.0,0,4,5,1,240000000.0
4 Bedroom Semi Detached Duplex With Bq,4,4,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,4,0,180000000.0
Brand New 3 Bedroom Semi Detached Duplex,3,3,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,3,1,150000000.0
4 Bedroom Semi Detached Duplex,4,4,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,200000000.0
2 Bedroom Terrace Duplex,2,2,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Terrace,0,0,0,1.0,0,4,2,0,100000000.0
3 Bedroom Apartment,3,3,Victoria Island Lagos,6.4300279,3.4259904,4.5315928067815925,20.705813048742375,Victoria Island,1,Flat,0,0,0,1.0,0,5,3,0,600000000.0
5 Bedroom Detached Duplex,5,5,Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,1550000000.0
Beautiful Luxury 2 Bedroom Apartment With Gym,2,2,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0,250000000.0
Brand New 5 Bedroom Detached Duplex,5,5,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,5,1,430000000.0
4 Bedroom Semi Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,4,0,145000000.0
Brand New 3 Bedroom Terrace Duplex,3,3,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,1,1.0,0,4,3,1,120000000.0
4 Bedroom Fully Detached Duplex With Bq,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,1,0,1.0,0,4,4,0,220000000.0
5 Bedroom Semi Detached Duplex,5,5,2nd Toll Gate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,180000000.0
4 Bedroom Semi Detached Duplex,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,180000000.0
Brand New 5 Bedroom Detached Duplex,5,5,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,5,1,550000000.0
Brand New 5 Bedroom Detached Duplex,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,1,1.0,0,4,5,1,280000000.0
4 Bedroom Semi Detached Duplex With Bq,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,1,0,1.0,0,4,4,0,160000000.0
5 Bedroom Detached Duplex,5,5,Royal Garden Awoyaya Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,5,0,1200000000.0
5 Bedroom Detached Duplex,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,5,0,280000000.0
Newly Built 4 Bedroom Detached Duplex With Bq,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,1,1,1.0,0,4,4,1,180000000.0
3 Bedroom Apartment,3,3,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,3,0,350000000.0
4 Bedroom Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,4,0,175000000.0
Well Furnished 4 Bedroom Detached Bungalow,4,0,"Ikosi, Close To Magodo Shangisha. Lagos Ketu Lagos",6.6180809,3.3777821,20.90484087396468,3.4188985746987237,Magodo,0,Detached Duplex,0,0,0,0.0,0,4,0,0,130000000.0
Luxury 4 Bedroom Terraced Duplex With Bq,4,4,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,1,0,1.0,0,4,4,0,400000000.0
Newly Built Multi Purpose Block Of Flats,2,0,"Shagari Estate; Mosan, Ipaja Lagos",6.6072725,3.2842771,26.344770640138854,7.458481118377319,Ipaja,0,Flat,0,0,1,0.0,0,2,0,1,60000000.0
4 Bedroom Terrace Duplex With Bq,4,4,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,1,0,1.0,0,4,4,0,150000000.0
Contemporary 5 Bedroom Detached Duplex With Lounge,5,5,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,1500000000.0
4 Bedroom Detached Duplex With Bq,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,1,0,1.0,0,4,4,0,230000000.0
3 Bedroom Flat,3,3,Banana Island Ikoyi Lagos,6.4600581,3.4593152,1.2666850782568917,19.69523211516851,Banana Island,1,Flat,0,0,0,1.0,0,5,3,0,60000000.0
State Of The Art 2 Bedroom Apartment With Pool,2,2,Oniru Victoria Island Lagos,6.4300279,3.4259904,4.5315928067815925,20.705813048742375,Victoria Island,1,Flat,1,0,0,1.0,0,5,2,1,305000000.0
5 Bedroom Detached Duplex With Bq,5,5,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,5,0,370000000.0
T 5 Bedroom Detached Duplex With Bq,5,5,Vgc Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,5,0,850000000.0
Newly Built 4 Bedroom Semi Detached Duplex With Bq,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,1,1.0,0,4,4,1,250000000.0
Newly Built 2 Bedroom Apartment,2,2,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,1,1.0,0,4,2,1,290000000.0
2 Bedroom Apartment With Lounge,2,2,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0,280000000.0
1 Bedroom Apartment,1,1,Surulere Lagos,6.4855737,3.3539907,12.645023012159903,12.856266720612217,Surulere,0,Flat,0,0,0,1.0,0,4,0,0,65000000.0
2 Bedroom Apartment With Pool,2,2,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,1,0,0,1.0,0,4,2,1,280000000.0
Luxurious 4 Bedroom Semi Detached Duplex With Bq,4,4,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,4,0,200000000.0
Luxury 5 Bedroom Detached Duplex With Bq,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,1,0,1.0,0,4,5,0,275000000.0
2 Bedroom Apartment,2,2,Surulere Lagos,6.4855737,3.3539907,12.645023012159903,12.856266720612217,Surulere,0,Flat,0,0,0,1.0,0,4,0,0,85000000.0
4 Bedroom Semi Detached Duplex With Bq,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,1,0,1.0,0,4,4,0,180000000.0
5 Bedroom Detached Duplex With Pool,5,5,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,1,0,0,1.0,0,4,5,1,750000000.0
5 Bedroom Detached Duplex With Bq,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,1,0,1.0,0,4,5,0,310000000.0
4 Bedroom Semi Detached Duplex With Bq,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,4,0,250000000.0
Newly Built 4 Bedroom Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,1,1.0,0,4,4,1,230000000.0
5 Bedroom Detached Duplex With Bq,5,5,Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,5,0,1600000000.0
Luxurious 4 Bedroom Semi Detached Duplex With Bq,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,4,0,280000000.0
2 Bedroom Apartment With Bq,2,0,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,1,0,0.0,0,4,2,0,220000000.0
3 Bedroom Terrace Duplex With Bq,3,3,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,1,0,1.0,0,4,3,0,115000000.0
5 Bedroom Duplex,5,5,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Duplex,0,0,0,1.0,0,4,5,0,420000000.0
Beautiful Luxury 5 Bedroom Detached Duplex With Bq,5,5,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,5,0,385000000.0
Beautiful Luxury 3 Bedroom Apartment With Bq,3,3,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,1,0,1.0,0,4,3,0,360000000.0
2 Bedroom Apartment,2,2,Ikeja Gra Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Flat,0,0,0,1.0,0,5,0,0,290000000.0
Newly Built 3 Bedroom Terrace Duplex With Bq,3,3,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,1,1,1.0,0,4,3,1,550000000.0
4 Bedroom Semi Detached Duplex With Bq,4,4,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,4,0,150000000.0
Newly Built 4 Bedroom Semi Detached Duplex,4,4,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,4,1,130000000.0
5 Bedroom Detached Duplex With Bq,5,5,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,5,0,300000000.0
Beautiful Luxury 4 Bedroom Maisonette,4,4,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Other,0,0,0,1.0,0,4,4,0,350000000.0
"Super Luxury 4 Bed Maisonette +bq, Elevator, Pool & Gym",4,5,Adeniyi Jones Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Other,1,1,0,1.25,0,5,0,1,400000000.0
2 Bedroom Apartment With Bq,2,2,Oniru Victoria Island Lagos,6.4300279,3.4259904,4.5315928067815925,20.705813048742375,Victoria Island,1,Flat,0,1,0,1.0,0,5,2,0,290000000.0
2 Bedroom Apartment With Pool,2,2,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,1,0,0,1.0,0,4,2,1,400000000.0
Luxury 2 Bedroom Apartment With Pool,2,2,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,1,0,0,1.0,0,4,2,1,200000000.0
4 Bedroom Massionette With Bq,4,4,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Other,0,1,0,1.0,0,4,4,0,550000000.0
Beautiful Luxury 2 Bedroom Apartment With Pool,2,2,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,1,0,0,1.0,0,4,2,1,330000000.0
Luxurious 4 Bedroom Semi Detached Duplex With Bq,4,4,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,4,0,300000000.0
Luxury 4 Bedroom Detached Duplex With Bq,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,4,0,280000000.0
State Of The Art 4 Bedroom Terrace Duplex With Bq,4,4,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,1,0,1.0,0,4,4,0,350000000.0
2 Bedroom Apartment,2,0,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,0.0,0,4,2,0,220000000.0
5 Bedroom Semi Detached Duplex With Bq,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,1,0,1.0,0,4,5,0,190000000.0
Beautiful Luxury 2 Bedroom Apartment With Bq,2,2,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,1,0,1.0,0,4,2,0,250000000.0
5 Bedroom Detached Duplex,5,5,Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,700000000.0
State Of The Art 1 Bedroom Apartment With Pool,1,1,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,1,0,0,1.0,0,4,1,1,190000000.0
5 Bedroom Detached Duplex With Bq,5,5,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,5,0,460000000.0
5 Bedroom Detached Duplex With Bq,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,1,0,1.0,0,4,5,0,350000000.0
4 Bedroom Detached Duplex With Bq,4,4,Fagba Agege Lagos,6.6252516,3.3112096,25.67415712845598,5.155317650569243,Agege,0,Detached Duplex,0,1,0,1.0,0,4,0,0,240000000.0
Beautiful Luxury 2 Bedroom Apartment,2,2,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0,160000000.0
4 Bedroom Semi Detached Duplex With Bq,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,1,0,1.0,0,4,4,0,155000000.0
Newly Built 4 Bedroom Terrace Duplex With Bq,4,4,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,1,1,1.0,0,4,4,1,600000000.0
Newly Built 1 Bedroom Apartment With Pool,1,1,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,1,0,1,1.0,0,4,1,2,220000000.0
5 Bedroom Detached Duplex,5,5,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,750000000.0
